title,company_name,location,is_remote,employment_type,experience_level,min_salary,max_salary,salary_currency,description,requirements_raw,source_url,source_platform,skills_str
QA QA Automation Engineer,GitHub,"Chicago, IL",False,contract,senior,98000.0,202000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/github/386,naukri,"Python,Pytest,Selenium,Git,CI/CD,Linux,Bash"
Senior Full Stack Full Stack Developer,Coinbase,"Boston, MA",False,full_time,senior,117000.0,247000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/coinbase/387,naukri,"Python,React,TypeScript,PostgreSQL,Git,AWS,Redis,REST API"
Software Test QA Automation Engineer,Twilio,"Denver, CO",False,full_time,mid,75000.0,155000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/twilio/388,naukri,"Python,Pytest,Selenium,Git,CI/CD,Linux,Docker"
DevOps DevOps & Cloud Engineer,Hyperion Analytics,"Boston, MA",True,full_time,mid,95000.0,205000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/hyperionanalytics/389,glassdoor,"AWS,Docker,Kubernetes,Terraform,Linux,Python,Prometheus,Azure,Git"
Data Data Engineer,CodeCraft Studio,"San Francisco, CA",True,full_time,senior,124000.0,254000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/codecraftstudio/390,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,AWS,Elasticsearch,Linux"
Junior Frontend Engineer,Vercel,"Toronto, Canada",False,internship,entry,64000.0,140000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/vercel/391,synthetic,"React,TypeScript,JavaScript,Tailwind CSS,Git,GraphQL,Next.js,REST API"
Junior Full Stack Full Stack Developer,Automattic,"New York, NY",True,internship,entry,72000.0,152000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/automattic/392,indeed,"Python,React,TypeScript,PostgreSQL,Git,Docker,FastAPI"
Senior Backend Engineer,AeroDynamics Soft,"Seattle, WA",False,internship,senior,110000.0,240000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/aerodynamicssoft/393,naukri,"Python,FastAPI,PostgreSQL,Docker,Git,AWS,Kafka"
Senior Backend Engineer,Stripe,"New York, NY",False,full_time,senior,110000.0,240000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/stripe/394,linkedin,"Python,FastAPI,PostgreSQL,Docker,Git,Pytest,Microservices,REST API,CI/CD"
Data Data Engineer,Zenith Health Tech,"Hyderabad, India",True,full_time,mid,95000.0,195000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/zenithhealthtech/395,synthetic,"Python,SQL,PostgreSQL,Kafka,Docker,Redis,Linux,Elasticsearch"
Staff Frontend Engineer,Apex Systems,Remote,True,internship,lead,124000.0,271000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/apexsystems/396,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Agile,REST API,Cypress,Vue.js"
Full Stack Full Stack Developer,Hyperion Analytics,"Seattle, WA",True,full_time,mid,90000.0,190000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/hyperionanalytics/397,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,REST API,FastAPI,Docker,Redis"
DevOps DevOps & Cloud Engineer,Cloudflare,"New York, NY",False,contract,mid,95000.0,205000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/cloudflare/398,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Bash,Prometheus,CI/CD"
QA QA Automation Engineer,Lyft,"Berlin, Germany",False,full_time,mid,75000.0,155000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/lyft/399,glassdoor,"Python,Pytest,Selenium,Git,CI/CD,Cypress,Linux,Bash,REST API"
Senior QA Automation QA Automation Engineer,Coinbase,"Toronto, Canada",True,contract,senior,98000.0,202000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/coinbase/400,indeed,"Python,Pytest,Selenium,Git,CI/CD,Cypress,Jest,REST API"
Lead Frontend Engineer,OmniScale Networks,Remote,True,contract,lead,124000.0,271000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/omniscalenetworks/401,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,Cypress,GraphQL,Jest"
DevOps DevOps & Cloud Engineer,Canva,Remote,True,internship,senior,124000.0,266000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/canva/402,synthetic,"AWS,Docker,Kubernetes,Terraform,Linux,Python,Ansible"
Lead Frontend Engineer,FinEdge Capital,"Pune, India",True,internship,lead,124000.0,271000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/finedgecapital/403,synthetic,"React,TypeScript,JavaScript,Tailwind CSS,Git,GraphQL,Agile,Cypress,Jest"
Senior Full Stack Full Stack Developer,Uber,"Bengaluru, India",False,full_time,senior,117000.0,247000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/uber/404,synthetic,"Python,React,TypeScript,PostgreSQL,Git,Redis,Tailwind CSS,REST API,Django"
Full Stack Full Stack Developer,Shopify,"Berlin, Germany",False,full_time,mid,90000.0,190000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/shopify/405,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,AWS,REST API,Redis"
Lead Full Stack Full Stack Developer,Figma,"London, UK",False,full_time,lead,140000.0,294000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/figma/406,naukri,"Python,React,TypeScript,PostgreSQL,Git,Docker,FastAPI,Node.js,AWS"
Senior Backend Engineer,Orbit Software,"Denver, CO",False,full_time,senior,110000.0,240000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/orbitsoftware/407,synthetic,"Python,FastAPI,PostgreSQL,Docker,Git,Pytest,Linux,REST API,CI/CD"
QA QA Automation Engineer,MongoDB Inc,"Los Angeles, CA",False,full_time,senior,98000.0,202000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/mongodbinc/408,glassdoor,"Python,Pytest,Selenium,Git,CI/CD,Linux,Docker"
Frontend Frontend Engineer,OmniScale Networks,"San Francisco, CA",False,contract,mid,80000.0,175000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/omniscalenetworks/409,synthetic,"React,TypeScript,JavaScript,Tailwind CSS,Git,Vue.js,Agile,Cypress"
Frontend Frontend Engineer,CodeCraft Studio,"Pune, India",False,full_time,mid,80000.0,175000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/codecraftstudio/410,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Cypress,Vue.js,Jest,Next.js"
Applied ML Machine Learning Engineer,Automattic,"Bengaluru, India",False,full_time,senior,143000.0,292000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/automattic/411,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,FastAPI,NLP,Git"
DevOps DevOps & Cloud Engineer,Vanguard Digital,"Hyderabad, India",True,internship,senior,124000.0,266000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/vanguarddigital/412,indeed,"AWS,Docker,Kubernetes,Terraform,Linux,Git,Prometheus"
Senior Full Stack Full Stack Developer,Twilio,"Boston, MA",False,contract,senior,117000.0,247000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/twilio/413,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,AWS,Docker"
Junior Full Stack Full Stack Developer,Coinbase,"San Francisco, CA",True,internship,entry,72000.0,152000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/coinbase/414,synthetic,"Python,React,TypeScript,PostgreSQL,Git,Docker,REST API,AWS,Redis"
Applied ML Machine Learning Engineer,HashiCorp,"Berlin, Germany",False,internship,mid,110000.0,225000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/hashicorp/415,naukri,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,NLP,AWS,LangChain"
Senior Machine Learning Machine Learning Engineer,Stripe,"San Francisco, CA",False,full_time,senior,143000.0,292000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/stripe/416,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Docker,NLP,Git"
Staff Backend Engineer,Coinbase,"Toronto, Canada",True,full_time,lead,132000.0,287000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/coinbase/417,indeed,"Python,FastAPI,PostgreSQL,Docker,Git,Linux,Pytest,AWS,Microservices"
Lead SRE DevOps & Cloud Engineer,Apex Systems,"San Francisco, CA",False,full_time,lead,147000.0,318000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/apexsystems/418,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,GCP,Python"
Data Data Engineer,FinEdge Capital,"Pune, India",True,full_time,mid,95000.0,195000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/finedgecapital/419,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Pandas,Linux,AWS,Snowflake"
Lead Frontend Engineer,Synthetix Cloud,"San Francisco, CA",True,internship,lead,124000.0,271000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/synthetixcloud/420,synthetic,"React,TypeScript,JavaScript,Tailwind CSS,Git,REST API,GraphQL,Vue.js,Next.js"
Junior Frontend Engineer,Figma,"London, UK",True,full_time,entry,64000.0,140000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/figma/421,naukri,"React,TypeScript,JavaScript,Tailwind CSS,Git,GraphQL,Vue.js,Agile"
Applied ML Machine Learning Engineer,Acme Technologies,"Denver, CO",False,contract,mid,110000.0,225000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/acmetechnologies/422,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,LangChain,NLP"
Full Stack Full Stack Developer,Datadog,"London, UK",True,full_time,senior,117000.0,247000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/datadog/423,indeed,"Python,React,TypeScript,PostgreSQL,Git,Django,REST API,Tailwind CSS"
Staff Backend Engineer,HashiCorp,"Chicago, IL",False,full_time,lead,132000.0,287000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/hashicorp/424,indeed,"Python,FastAPI,PostgreSQL,Docker,Git,Microservices,CI/CD,Redis"
Staff Backend Engineer,Shopify,"Boston, MA",False,full_time,lead,132000.0,287000.0,USD,"You will architect and maintain scalable server-side systems, collaborate with cross-functional teams, and write clean, tested code.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/shopify/425,naukri,"Python,FastAPI,PostgreSQL,Docker,Git,AWS,Microservices,Kubernetes"
Site Reliability DevOps & Cloud Engineer,Zenith Health Tech,Remote,True,internship,senior,124000.0,266000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/zenithhealthtech/426,glassdoor,"AWS,Docker,Kubernetes,Terraform,Linux,Azure,CI/CD,Bash,GCP"
Junior Full Stack Full Stack Developer,Hyperion Analytics,"London, UK",False,full_time,entry,72000.0,152000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/hyperionanalytics/427,indeed,"Python,React,TypeScript,PostgreSQL,Git,Docker,Django"
Cloud Infrastructure DevOps & Cloud Engineer,Apex Systems,"Boston, MA",False,contract,mid,95000.0,205000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/apexsystems/428,synthetic,"AWS,Docker,Kubernetes,Terraform,Linux,CI/CD,GCP,Azure,Python"
AI/ML Machine Learning Engineer,Apex Systems,"Hyderabad, India",True,full_time,mid,110000.0,225000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/apexsystems/429,naukri,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,AWS"
AI/ML Machine Learning Engineer,Krypton Data,"Austin, TX",False,full_time,mid,110000.0,225000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/kryptondata/430,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,Git,Docker"
Senior Frontend Engineer,Twilio,"Chicago, IL",False,full_time,senior,104000.0,228000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/twilio/431,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Vue.js,Agile"
Junior Full Stack Full Stack Developer,HashiCorp,"Chicago, IL",False,full_time,entry,72000.0,152000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/hashicorp/432,linkedin,"Python,React,TypeScript,PostgreSQL,Git,Node.js,AWS,Tailwind CSS,Docker"
Senior QA Automation QA Automation Engineer,Vanguard Digital,"Boston, MA",False,full_time,senior,98000.0,202000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/vanguarddigital/433,synthetic,"Python,Pytest,Selenium,Git,CI/CD,Jest,Cypress,Docker"
Lead SRE DevOps & Cloud Engineer,Synthetix Cloud,"Los Angeles, CA",False,full_time,lead,147000.0,318000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/synthetixcloud/434,indeed,"AWS,Docker,Kubernetes,Terraform,Linux,Bash,Git"
Frontend Frontend Engineer,FinEdge Capital,"Toronto, Canada",True,contract,mid,80000.0,175000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/finedgecapital/435,synthetic,"React,TypeScript,JavaScript,Tailwind CSS,Git,Cypress,Agile,GraphQL"
Lead Data Data Engineer,Zenith Health Tech,"Los Angeles, CA",False,full_time,lead,147000.0,302000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/zenithhealthtech/436,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,Pandas,Linux,Elasticsearch"
Junior Frontend Engineer,Coinbase,"New York, NY",False,full_time,entry,64000.0,140000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/coinbase/437,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,Vue.js,Jest,Agile,REST API"
Software Test QA Automation Engineer,GitHub,"Toronto, Canada",True,internship,mid,75000.0,155000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/github/438,naukri,"Python,Pytest,Selenium,Git,CI/CD,Linux,Cypress,REST API"
Lead Machine Learning Machine Learning Engineer,Apex Systems,"Berlin, Germany",True,full_time,lead,170000.0,349000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/apexsystems/439,naukri,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,AWS,LangChain"
Software Test QA Automation Engineer,Apex Systems,"Austin, TX",False,internship,senior,98000.0,202000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/apexsystems/440,synthetic,"Python,Pytest,Selenium,Git,CI/CD,Bash,Linux,Docker"
Lead SDET QA Automation Engineer,Krypton Data,"Austin, TX",False,full_time,lead,116000.0,240000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/kryptondata/441,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Linux,REST API"
Lead SDET QA Automation Engineer,Datadog,"Seattle, WA",True,full_time,lead,116000.0,240000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/datadog/442,synthetic,"Python,Pytest,Selenium,Git,CI/CD,Docker,Jest,Linux"
Site Reliability DevOps & Cloud Engineer,Airbnb,"Denver, CO",False,contract,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/airbnb/443,glassdoor,"AWS,Docker,Kubernetes,Terraform,Linux,Ansible,CI/CD"
Junior Frontend Engineer,Canva,"Los Angeles, CA",True,full_time,entry,64000.0,140000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/canva/444,naukri,"React,TypeScript,JavaScript,Tailwind CSS,Git,GraphQL,Vue.js,Agile"
Senior Data Data Engineer,OmniScale Networks,"Austin, TX",True,full_time,senior,124000.0,254000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/omniscalenetworks/445,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Redis,Linux,Elasticsearch,Git"
Site Reliability DevOps & Cloud Engineer,NextWave Mobility,"New York, NY",False,full_time,mid,95000.0,205000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/nextwavemobility/446,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Bash,Ansible"
Senior QA Automation QA Automation Engineer,BluePulse AI,"San Francisco, CA",True,contract,senior,98000.0,202000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/bluepulseai/447,glassdoor,"Python,Pytest,Selenium,Git,CI/CD,Bash,Jest"
Senior QA Automation QA Automation Engineer,Atlassian,"Toronto, Canada",True,full_time,senior,98000.0,202000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/atlassian/448,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Jest,Docker"
Senior Machine Learning Machine Learning Engineer,FinEdge Capital,"London, UK",True,contract,senior,143000.0,292000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/finedgecapital/449,linkedin,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Git,NLP,TensorFlow,AWS"
Senior Backend Engineer,Elastic,"Pune, India",False,contract,senior,110000.0,240000.0,USD,"You will architect and maintain scalable server-side systems, collaborate with cross-functional teams, and write clean, tested code.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/elastic/450,naukri,"Python,FastAPI,PostgreSQL,Docker,Git,AWS,Kafka"
Mid-Level Backend Engineer,MongoDB Inc,"New York, NY",False,contract,mid,85000.0,185000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/mongodbinc/451,glassdoor,"Python,FastAPI,PostgreSQL,Docker,Git,Pytest,Kubernetes"
Lead SDET QA Automation Engineer,Lyft,"London, UK",False,contract,lead,116000.0,240000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/lyft/452,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Jest,Docker,Cypress,Linux"
Full Stack Full Stack Developer,FinEdge Capital,"Denver, CO",False,full_time,senior,117000.0,247000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/finedgecapital/453,naukri,"Python,React,TypeScript,PostgreSQL,Git,FastAPI,Django"
